"","fips","state","county","population"
"1358","27085","Minnesota","McLeod County",35710
"1359","27087","Minnesota","Mahnomen County",5473
"1360","27089","Minnesota","Marshall County",9321
"1361","27091","Minnesota","Martin County",19484
"1362","27093","Minnesota","Meeker County",23341
"1363","27095","Minnesota","Mille Lacs County",26146
"1364","27097","Minnesota","Morrison County",33187
"1365","27099","Minnesota","Mower County",40150
"1366","27101","Minnesota","Murray County",8155
"1367","27103","Minnesota","Nicollet County",34482
"1368","27105","Minnesota","Nobles County",21400
"1369","27107","Minnesota","Norman County",6338
"1370","27109","Minnesota","Olmsted County",159298
"1371","27111","Minnesota","Otter Tail County",58741
"1372","27113","Minnesota","Pennington County",13874
"1373","27115","Minnesota","Pine County",29359
"1374","27117","Minnesota","Pipestone County",9121
"1375","27119","Minnesota","Polk County",30900
"1376","27121","Minnesota","Pope County",11277
"1377","27123","Minnesota","Ramsey County",547903
"1378","27125","Minnesota","Red Lake County",4046
"1379","27127","Minnesota","Redwood County",15079
"1380","27129","Minnesota","Renville County",14403
"1381","27131","Minnesota","Rice County",67084
"1382","27133","Minnesota","Rock County",9301
"1383","27135","Minnesota","Roseau County",15117
"1384","27137","Minnesota","St. Louis County",198538
"1385","27139","Minnesota","Scott County",150689
"1386","27141","Minnesota","Sherburne County",98811
"1387","27143","Minnesota","Sibley County",14715
"1388","27145","Minnesota","Stearns County",162038
"1389","27147","Minnesota","Steele County",36596
"1390","27149","Minnesota","Stevens County",9765
"1391","27151","Minnesota","Swift County",9176
"1392","27153","Minnesota","Todd County",24732
"1393","27155","Minnesota","Traverse County",3218
"1394","27157","Minnesota","Wabasha County",21642
"1395","27159","Minnesota","Wadena County",13807
"1396","27161","Minnesota","Waseca County",18550
"1397","27163","Minnesota","Washington County",265476
"1398","27165","Minnesota","Watonwan County",10792
"1399","27167","Minnesota","Wilkin County",6161
"1400","27169","Minnesota","Winona County",50485
"1401","27171","Minnesota","Wright County",140249
"1402","27173","Minnesota","Yellow Medicine County",9580
"1403","28001","Mississippi","Adams County",30275
"1404","28003","Mississippi","Alcorn County",36889
"1405","28005","Mississippi","Amite County",12205
"1406","28007","Mississippi","Attala County",18004
"1407","28009","Mississippi","Benton County",8351
"1408","28011","Mississippi","Bolivar County",30142
"1409","28013","Mississippi","Calhoun County",14241
"1410","28015","Mississippi","Carroll County",9732
"1411","28017","Mississippi","Chickasaw County",16951
"1412","28019","Mississippi","Choctaw County",8063
"1413","28021","Mississippi","Claiborne County",8911
"1414","28023","Mississippi","Clarke County",15299
"1415","28025","Mississippi","Clay County",19352
"1416","28027","Mississippi","Coahoma County",21564
"1417","28029","Mississippi","Copiah County",27933
"1418","28031","Mississippi","Covington County",18518
"1419","28033","Mississippi","DeSoto County",188275
"1420","28035","Mississippi","Forrest County",75009
"1421","28037","Mississippi","Franklin County",7657
"1422","28039","Mississippi","George County",24425
"1423","28041","Mississippi","Greene County",13477
"1424","28043","Mississippi","Grenada County",20610
"1425","28045","Mississippi","Hancock County",48000
"1426","28047","Mississippi","Harrison County",208801
"1427","28049","Mississippi","Hinds County",227966
"1428","28051","Mississippi","Holmes County",16726
"1429","28053","Mississippi","Humphreys County",7827
"1430","28055","Mississippi","Issaquena County",1220
"1431","28057","Mississippi","Itawamba County",23261
"1432","28059","Mississippi","Jackson County",143802
"1433","28061","Mississippi","Jasper County",16332
"1434","28063","Mississippi","Jefferson County",6997
"1435","28065","Mississippi","Jefferson Davis County",10890
"1436","28067","Mississippi","Jones County",67993
"1437","28069","Mississippi","Kemper County",9521
"1438","28071","Mississippi","Lafayette County",54408
"1439","28073","Mississippi","Lamar County",64165
"1440","28075","Mississippi","Lauderdale County",73751
"1441","28077","Mississippi","Lawrence County",12480
"1442","28079","Mississippi","Leake County",22741
"1443","28081","Mississippi","Lee County",85466
"1444","28083","Mississippi","Leflore County",27854
"1445","28085","Mississippi","Lincoln County",33936
"1446","28087","Mississippi","Lowndes County",58309
"1447","28089","Mississippi","Madison County",106871
"1448","28091","Mississippi","Marion County",24441
"1449","28093","Mississippi","Marshall County",35301
"1450","28095","Mississippi","Monroe County",35123
"1451","28097","Mississippi","Montgomery County",9661
"1452","28099","Mississippi","Neshoba County",28996
"1453","28101","Mississippi","Newton County",20866
"1454","28103","Mississippi","Noxubee County",10236
"1455","28105","Mississippi","Oktibbeha County",49789
"1456","28107","Mississippi","Panola County",33848
"1457","28109","Mississippi","Pearl River County",55876
"1458","28111","Mississippi","Perry County",11862
"1459","28113","Mississippi","Pike County",38997
"1460","28115","Mississippi","Pontotoc County",32461
"1461","28117","Mississippi","Prentiss County",25013
"1462","28119","Mississippi","Quitman County",6760
"1463","28121","Mississippi","Rankin County",155975
"1464","28123","Mississippi","Scott County",28061
"1465","28125","Mississippi","Sharkey County",4160
"1466","28127","Mississippi","Simpson County",26629
"1467","28129","Mississippi","Smith County",15779
"1468","28131","Mississippi","Stone County",18360
"1469","28133","Mississippi","Sunflower County",24740
"1470","28135","Mississippi","Tallahatchie County",13707
"1471","28137","Mississippi","Tate County",28539
"1472","28139","Mississippi","Tippah County",21748
"1473","28141","Mississippi","Tishomingo County",19275
"1474","28143","Mississippi","Tunica County",9392
"1475","28145","Mississippi","Union County",28866
"1476","28147","Mississippi","Walthall County",14294
"1477","28149","Mississippi","Warren County",44841
"1478","28151","Mississippi","Washington County",42837
"1479","28153","Mississippi","Wayne County",20317
"1480","28155","Mississippi","Webster County",9676
"1481","28157","Mississippi","Wilkinson County",8351
"1482","28159","Mississippi","Winston County",17845
"1483","28161","Mississippi","Yalobusha County",11982
"1484","28163","Mississippi","Yazoo County",26982
"1485","29001","Missouri","Adair County",25399
"1486","29003","Missouri","Andrew County",17586
"1487","29005","Missouri","Atchison County",5096
"1488","29007","Missouri","Audrain County",24835
"1489","29009","Missouri","Barry County",35818
"1490","29011","Missouri","Barton County",11592
"1491","29013","Missouri","Bates County",16242
"1492","29015","Missouri","Benton County",19627
"1493","29017","Missouri","Bollinger County",12111
"1494","29019","Missouri","Boone County",182991
"1495","29021","Missouri","Buchanan County",86530
"1496","29023","Missouri","Butler County",42178
"1497","29025","Missouri","Caldwell County",9051
"1498","29027","Missouri","Callaway County",44887
"1499","29029","Missouri","Camden County",46414
"1500","29031","Missouri","Cape Girardeau County",79512
"1501","29033","Missouri","Carroll County",8554
"1502","29035","Missouri","Carter County",5991
"1503","29037","Missouri","Cass County",106806
"1504","29039","Missouri","Cedar County",14322
"1505","29041","Missouri","Chariton County",7360
"1506","29043","Missouri","Christian County",90655
"1507","29045","Missouri","Clark County",6830
"1508","29047","Missouri","Clay County",253463
"1509","29049","Missouri","Clinton County",20553
"1510","29051","Missouri","Cole County",76191
"1511","29053","Missouri","Cooper County",17102
"1512","29055","Missouri","Crawford County",23739
"1513","29057","Missouri","Dade County",7568
"1514","29059","Missouri","Dallas County",17219
"1515","29061","Missouri","Daviess County",8283
"1516","29063","Missouri","DeKalb County",10944
"1517","29065","Missouri","Dent County",15481
"1518","29067","Missouri","Douglas County",13344
"1519","29069","Missouri","Dunklin County",28878
"1520","29071","Missouri","Franklin County",104469
"1521","29073","Missouri","Gasconade County",14566
"1522","29075","Missouri","Gentry County",6484
"1523","29077","Missouri","Greene County",294997
"1524","29079","Missouri","Grundy County",9595
"1525","29081","Missouri","Harrison County",8321
"1526","29083","Missouri","Henry County",22076
"1527","29085","Missouri","Hickory County",9586
"1528","29087","Missouri","Holt County",4232
"1529","29089","Missouri","Howard County",10001
"1530","29091","Missouri","Howell County",40262
"1531","29093","Missouri","Iron County",10098
"1532","29095","Missouri","Jackson County",705925
"1533","29097","Missouri","Jasper County",121648
"1534","29099","Missouri","Jefferson County",226543
"1535","29101","Missouri","Johnson County",54219
"1536","29103","Missouri","Knox County",3940
"1537","29105","Missouri","Laclede County",35895
"1538","29107","Missouri","Lafayette County",33006
"1539","29109","Missouri","Lawrence County",38175
"1540","29111","Missouri","Lewis County",9810
"1541","29113","Missouri","Lincoln County",60119
"1542","29115","Missouri","Linn County",11830
"1543","29117","Missouri","Livingston County",14413
"1544","29119","Missouri","McDonald County",22900
"1545","29121","Missouri","Macon County",15095
"1546","29123","Missouri","Madison County",12113
"1547","29125","Missouri","Maries County",8795
"1548","29127","Missouri","Marion County",28423
"1549","29129","Missouri","Mercer County",3558
"1550","29131","Missouri","Miller County",25791
"1551","29133","Missouri","Mississippi County",12691
"1552","29135","Missouri","Moniteau County",15585
"1553","29137","Missouri","Monroe County",8672
"1554","29139","Missouri","Montgomery County",11294
"1555","29141","Missouri","Morgan County",20716
"1556","29143","Missouri","New Madrid County",16693
"1557","29145","Missouri","Newton County",58451
"1558","29147","Missouri","Nodaway County",21743
"1559","29149","Missouri","Oregon County",10411
"1560","29151","Missouri","Osage County",13535
"1561","29153","Missouri","Ozark County",9083
"1562","29155","Missouri","Pemiscot County",15600
"1563","29157","Missouri","Perry County",19194
"1564","29159","Missouri","Pettis County",42490
"1565","29161","Missouri","Phelps County",44414
"1566","29163","Missouri","Pike County",17552
"1567","29165","Missouri","Platte County",106532
"1568","29167","Missouri","Polk County",32490
"1569","29169","Missouri","Pulaski County",52709
"1570","29171","Missouri","Putnam County",4688
"1571","29173","Missouri","Ralls County",10299
"1572","29175","Missouri","Randolph County",24409
"1573","29177","Missouri","Ray County",22915
"1574","29179","Missouri","Reynolds County",6198
"1575","29181","Missouri","Ripley County",13300
"1576","29183","Missouri","St. Charles County",406204
"1577","29185","Missouri","St. Clair County",9689
"1578","29186","Missouri","Ste. Genevieve County",17924
"1579","29187","Missouri","St. Francois County",66485
"1580","29189","Missouri","St. Louis County",994020
"1581","29195","Missouri","Saline County",22858
"1582","29197","Missouri","Schuyler County",4534
"1583","29199","Missouri","Scotland County",4871
"1584","29201","Missouri","Scott County",38288
"1585","29203","Missouri","Shannon County",8203
"1586","29205","Missouri","Shelby County",5919
"1587","29207","Missouri","Stoddard County",29001
"1588","29209","Missouri","Stone County",32465
"1589","29211","Missouri","Sullivan County",6033
"1590","29213","Missouri","Taney County",56104
"1591","29215","Missouri","Texas County",25112
"1592","29217","Missouri","Vernon County",20388
"1593","29219","Missouri","Warren County",36594
"1594","29221","Missouri","Washington County",24604
"1595","29223","Missouri","Wayne County",12769
"1596","29225","Missouri","Webster County",39859
"1597","29227","Missouri","Worth County",1953
"1598","29229","Missouri","Wright County",18325
"1599","29510","Missouri","St. Louis city",297645
"1600","30001","Montana","Beaverhead County",9483
"1601","30003","Montana","Big Horn County",13063
"1602","30005","Montana","Blaine County",6568
"1603","30007","Montana","Broadwater County",6444
"1604","30009","Montana","Carbon County",10921
"1605","30011","Montana","Carter County",1235
"1606","30013","Montana","Cascade County",81346
"1607","30015","Montana","Chouteau County",5699
"1608","30017","Montana","Custer County",11292
"1609","30019","Montana","Daniels County",1638
"1610","30021","Montana","Dawson County",8555
"1611","30023","Montana","Deer Lodge County",9204
"1612","30025","Montana","Fallon County",2826
"1613","30027","Montana","Fergus County",11104
"1614","30029","Montana","Flathead County",105851
"1615","30031","Montana","Gallatin County",116806
"1616","30033","Montana","Garfield County",1268
"1617","30035","Montana","Glacier County",13594
"1618","30037","Montana","Golden Valley County",827
"1619","30039","Montana","Granite County",3317
"1620","30041","Montana","Hill County",16358
"1621","30043","Montana","Jefferson County",12360
"1622","30045","Montana","Judith Basin County",1994
"1623","30047","Montana","Lake County",30986
"1624","30049","Montana","Lewis and Clark County",70229
"1625","30051","Montana","Liberty County",2369
"1626","30053","Montana","Lincoln County",20343
"1627","30055","Montana","McCone County",1648
"1628","30057","Montana","Madison County",8959
"1629","30059","Montana","Meagher County",1831
"1630","30061","Montana","Mineral County",4544
"1631","30063","Montana","Missoula County",121630
"1632","30065","Montana","Musselshell County",4669
"1633","30067","Montana","Park County",16760
"1634","30069","Montana","Petroleum County",500
"1635","30071","Montana","Phillips County",3919
"1636","30073","Montana","Pondera County",5782
"1637","30075","Montana","Powder River County",1681
"1638","30077","Montana","Powell County",6817
"1639","30079","Montana","Prairie County",1067
"1640","30081","Montana","Ravalli County",45002
"1641","30083","Montana","Richland County",11043
"1642","30085","Montana","Roosevelt County",10964
"1643","30087","Montana","Rosebud County",8836
"1644","30089","Montana","Sanders County",12157
"1645","30091","Montana","Sheridan County",3261
"1646","30093","Montana","Silver Bow County",35180
"1647","30095","Montana","Stillwater County",9888
"1648","30097","Montana","Sweet Grass County",3684
"1649","30099","Montana","Teton County",6249
"1650","30101","Montana","Toole County",4686
"1651","30103","Montana","Treasure County",695
"1652","30105","Montana","Valley County",7359
"1653","30107","Montana","Wheatland County",2157
"1654","30109","Montana","Wibaux County",939
"1655","30111","Montana","Yellowstone County",162990
"1656","31001","Nebraska","Adams County",31321
"1657","31003","Nebraska","Antelope County",6264
"1658","31005","Nebraska","Arthur County",466
"1659","31007","Nebraska","Banner County",786
"1660","31009","Nebraska","Blaine County",457
"1661","31011","Nebraska","Boone County",5096
"1662","31013","Nebraska","Box Butte County",10696
"1663","31015","Nebraska","Boyd County",1860
"1664","31017","Nebraska","Brown County",2981
"1665","31019","Nebraska","Buffalo County",50114
"1666","31021","Nebraska","Burt County",6477
"1667","31023","Nebraska","Butler County",7960
"1668","31025","Nebraska","Cass County",26232
"1669","31027","Nebraska","Cedar County",8414
"1670","31029","Nebraska","Chase County",3840
"1671","31031","Nebraska","Cherry County",5781
"1672","31033","Nebraska","Cheyenne County",9111
"1673","31035","Nebraska","Clay County",6216
"1674","31037","Nebraska","Colfax County",10587
"1675","31039","Nebraska","Cuming County",8798
"1676","31041","Nebraska","Custer County",10626
"1677","31043","Nebraska","Dakota County",20070
"1678","31045","Nebraska","Dawes County",8361
"1679","31047","Nebraska","Dawson County",23510
"1680","31049","Nebraska","Deuel County",1793
"1681","31051","Nebraska","Dixon County",5596
"1682","31053","Nebraska","Dodge County",36222
"1683","31055","Nebraska","Douglas County",574332
"1684","31057","Nebraska","Dundy County",1671
"1685","31059","Nebraska","Fillmore County",5519
"1686","31061","Nebraska","Franklin County",2940
"1687","31063","Nebraska","Frontier County",2587
"1688","31065","Nebraska","Furnas County",4653
"1689","31067","Nebraska","Gage County",21431
"1690","31069","Nebraska","Garden County",1847
"1691","31071","Nebraska","Garfield County",1956
"1692","31073","Nebraska","Gosper County",1986
"1693","31075","Nebraska","Grant County",630
"1694","31077","Nebraska","Greeley County",2319
"1695","31079","Nebraska","Hall County",61028
"1696","31081","Nebraska","Hamilton County",9237
"1697","31083","Nebraska","Harlan County",3311
"1698","31085","Nebraska","Hayes County",916
"1699","31087","Nebraska","Hitchcock County",2773
"1700","31089","Nebraska","Holt County",9956
"1701","31091","Nebraska","Hooker County",647
"1702","31093","Nebraska","Howard County",6488
"1703","31095","Nebraska","Jefferson County",7099
"1704","31097","Nebraska","Johnson County",5057
"1705","31099","Nebraska","Kearney County",6652
"1706","31101","Nebraska","Keith County",7983
"1707","31103","Nebraska","Keya Paha County",759
"1708","31105","Nebraska","Kimball County",3495
"1709","31107","Nebraska","Knox County",8304
"1710","31109","Nebraska","Lancaster County",320650
"1711","31111","Nebraska","Lincoln County",34347
"1712","31113","Nebraska","Logan County",747
"1713","31115","Nebraska","Loup County",650
"1714","31117","Nebraska","McPherson County",474
"1715","31119","Nebraska","Madison County",34813
"1716","31121","Nebraska","Merrick County",7809
"1717","31123","Nebraska","Morrill County",4625
"1718","31125","Nebraska","Nance County",3532
"1719","31127","Nebraska","Nemaha County",7044
"1720","31129","Nebraska","Nuckolls County",4134
"1721","31131","Nebraska","Otoe County",15965
"1722","31133","Nebraska","Pawnee County",2601
"1723","31135","Nebraska","Perkins County",2867
"1724","31137","Nebraska","Phelps County",9006
"1725","31139","Nebraska","Pierce County",7184
"1726","31141","Nebraska","Platte County",33364
"1727","31143","Nebraska","Polk County",5201
"1728","31145","Nebraska","Red Willow County",10627
"1729","31147","Nebraska","Richardson County",7791
"1730","31149","Nebraska","Rock County",1377
"1731","31151","Nebraska","Saline County",13987
"1732","31153","Nebraska","Sarpy County",188856
"1733","31155","Nebraska","Saunders County",21927
"1734","31157","Nebraska","Scotts Bluff County",35299
"1735","31159","Nebraska","Seward County",17186
"1736","31161","Nebraska","Sheridan County",5150
"1737","31163","Nebraska","Sherman County",2986
"1738","31165","Nebraska","Sioux County",1200
"1739","31167","Nebraska","Stanton County",5880
"1740","31169","Nebraska","Thayer County",4887
"1741","31171","Nebraska","Thomas County",739
"1742","31173","Nebraska","Thurston County",7220
"1743","31175","Nebraska","Valley County",4103
"1744","31177","Nebraska","Washington County",20901
"1745","31179","Nebraska","Wayne County",9492
"1746","31181","Nebraska","Webster County",3419
"1747","31183","Nebraska","Wheeler County",790
"1748","31185","Nebraska","York County",13511
"1749","32001","Nevada","Churchill County",25363
"1750","32003","Nevada","Clark County",2315963
"1751","32005","Nevada","Douglas County",49088
"1752","32007","Nevada","Elko County",53006
"1753","32009","Nevada","Esmeralda County",886
"1754","32011","Nevada","Eureka County",2065
"1755","32013","Nevada","Humboldt County",16962
"1756","32015","Nevada","Lander County",5514
"1757","32017","Nevada","Lincoln County",5159
"1758","32019","Nevada","Lyon County",58319
"1759","32021","Nevada","Mineral County",4518
"1760","32023","Nevada","Nye County",48054
"1761","32027","Nevada","Pershing County",6573
"1762","32029","Nevada","Storey County",4207
"1763","32031","Nevada","Washoe County",477082
"1764","32033","Nevada","White Pine County",9466
"1765","32510","Nevada","Carson City",56034
"1766","33001","New Hampshire","Belknap County",61551
"1767","33003","New Hampshire","Carroll County",49167
"1768","33005","New Hampshire","Cheshire County",76228
"1769","33007","New Hampshire","Coos County",31174
"1770","33009","New Hampshire","Grafton County",90691
"1771","33011","New Hampshire","Hillsborough County",418735
"1772","33013","New Hampshire","Merrimack County",152622
"1773","33015","New Hampshire","Rockingham County",311307
"1774","33017","New Hampshire","Strafford County",131533
"1775","33019","New Hampshire","Sullivan County",43267
"1776","34001","New Jersey","Atlantic County",262945
"1777","34003","New Jersey","Bergen County",930394
"1778","34005","New Jersey","Burlington County",446596
"1779","34007","New Jersey","Camden County",506809
"1780","34009","New Jersey","Cape May County",91546
"1781","34011","New Jersey","Cumberland County",147008
"1782","34013","New Jersey","Essex County",800501
"1783","34015","New Jersey","Gloucester County",293245
"1784","34017","New Jersey","Hudson County",671666
"1785","34019","New Jersey","Hunterdon County",124797
"1786","34021","New Jersey","Mercer County",367239
"1787","34023","New Jersey","Middlesex County",822736
"1788","34025","New Jersey","Monmouth County",618381
"1789","34027","New Jersey","Morris County",491087
"1790","34029","New Jersey","Ocean County",614237
"1791","34031","New Jersey","Passaic County",500382
"1792","34033","New Jersey","Salem County",62451
"1793","34035","New Jersey","Somerset County",329331
"1794","34037","New Jersey","Sussex County",140002
"1795","34039","New Jersey","Union County",555394
"1796","34041","New Jersey","Warren County",105624
"1797","35001","New Mexico","Bernalillo County",681666
"1798","35003","New Mexico","Catron County",3623
"1799","35005","New Mexico","Chaves County",64711
"1800","35006","New Mexico","Cibola County",26354
"1801","35007","New Mexico","Colfax County",11927
"1802","35009","New Mexico","Curry County",48793
"1803","35011","New Mexico","De Baca County",1673
"1804","35013","New Mexico","Do<f1>a Ana County",221262
"1805","35015","New Mexico","Eddy County",58418
"1806","35017","New Mexico","Grant County",27007
"1807","35019","New Mexico","Guadalupe County",4275
"1808","35021","New Mexico","Harding County",638
"1809","35023","New Mexico","Hidalgo County",4106
"1810","35025","New Mexico","Lea County",71830
"1811","35027","New Mexico","Lincoln County",19939
"1812","35028","New Mexico","Los Alamos County",19462
"1813","35029","New Mexico","Luna County",23905
"1814","35031","New Mexico","McKinley County",70824
"1815","35033","New Mexico","Mora County",4478
"1816","35035","New Mexico","Otero County",67967
"1817","35037","New Mexico","Quay County",8197
"1818","35039","New Mexico","Rio Arriba County",38521
"1819","35041","New Mexico","Roosevelt County",18350
"1820","35043","New Mexico","Sandoval County",148904
"1821","35045","New Mexico","San Juan County",123312
"1822","35047","New Mexico","San Miguel County",27144
"1823","35049","New Mexico","Santa Fe County",151946
"1824","35051","New Mexico","Sierra County",10867
"1825","35053","New Mexico","Socorro County",16541
"1826","35055","New Mexico","Taos County",32593
"1827","35057","New Mexico","Torrance County",15486
"1828","35059","New Mexico","Union County",4026
"1829","35061","New Mexico","Valencia County",77574
"1830","36001","New York","Albany County",303654
"1831","36003","New York","Allegany County",45587
"1832","36005","New York","Bronx County",1401142
"1833","36007","New York","Broome County",189420
"1834","36009","New York","Cattaraugus County",75863
"1835","36011","New York","Cayuga County",76029
"1836","36013","New York","Chautauqua County",126032
"1837","36015","New York","Chemung County",82622
"1838","36017","New York","Chenango County",46730
"1839","36019","New York","Clinton County",79778
"1840","36021","New York","Columbia County",59534
"1841","36023","New York","Cortland County",47173
"1842","36025","New York","Delaware County",43938
"1843","36027","New York","Dutchess County",293293
"1844","36029","New York","Erie County",917241
"1845","36031","New York","Essex County",36891
"1846","36033","New York","Franklin County",49965
"1847","36035","New York","Fulton County",52812
"1848","36037","New York","Genesee County",56994
"1849","36039","New York","Greene County",47177
"1850","36041","New York","Hamilton County",4345
"1851","36043","New York","Herkimer County",60945
"1852","36045","New York","Jefferson County",108095
"1853","36047","New York","Kings County",2538934
"1854","36049","New York","Lewis County",26187
"1855","36051","New York","Livingston County",62398
"1856","36053","New York","Madison County",70478
"1857","36055","New York","Monroe County",740900
"1858","36057","New York","Montgomery County",49170
"1859","36059","New York","Nassau County",1351334
"1860","36061","New York","New York County",1611989
"1861","36063","New York","Niagara County",208396
"1862","36065","New York","Oneida County",227346
"1863","36067","New York","Onondaga County",459214
"1864","36069","New York","Ontario County",110091
"1865","36071","New York","Orange County",385234
"1866","36073","New York","Orleans County",39978
"1867","36075","New York","Oswego County",116346
"1868","36077","New York","Otsego County",58701
"1869","36079","New York","Putnam County",98532
"1870","36081","New York","Queens County",2225821
"1871","36083","New York","Rensselaer County",158108
"1872","36085","New York","Richmond County",475327
"1873","36087","New York","Rockland County",326225
"1874","36089","New York","St. Lawrence County",107185
"1875","36091","New York","Saratoga County",230298
"1876","36093","New York","Schenectady County",155358
"1877","36095","New York","Schoharie County",31132
"1878","36097","New York","Schuyler County",17685
"1879","36099","New York","Seneca County",33991
"1880","36101","New York","Steuben County",94657
"1881","36103","New York","Suffolk County",1474273
"1882","36105","New York","Sullivan County",75802
"1883","36107","New York","Tioga County",47904
"1884","36109","New York","Tompkins County",101058
"1885","36111","New York","Ulster County",177716
"1886","36113","New York","Warren County",63756
"1887","36115","New York","Washington County",60606
"1888","36117","New York","Wayne County",89339
"1889","36119","New York","Westchester County",965802
"1890","36121","New York","Wyoming County",39465
"1891","36123","New York","Yates County",24780
"1892","37001","North Carolina","Alamance County",171346
"1893","37003","North Carolina","Alexander County",37441
"1894","37005","North Carolina","Alleghany County",11194
"1895","37007","North Carolina","Anson County",24097
"1896","37009","North Carolina","Ashe County",27166
"1897","37011","North Carolina","Avery County",17571
"1898","37013","North Carolina","Beaufort County",47073
"1899","37015","North Carolina","Bertie County",18712
"1900","37017","North Carolina","Bladen County",32911
"1901","37019","North Carolina","Brunswick County",149039
"1902","37021","North Carolina","Buncombe County",263477
"1903","37023","North Carolina","Burke County",90418
"1904","37025","North Carolina","Cabarrus County",221479
"1905","37027","North Carolina","Caldwell County",82100
"1906","37029","North Carolina","Camden County",10984
"1907","37031","North Carolina","Carteret County",69558
"1908","37033","North Carolina","Caswell County",22443
"1909","37035","North Carolina","Catawba County",160307
"1910","37037","North Carolina","Chatham County",75748
"1911","37039","North Carolina","Cherokee County",29073
"1912","37041","North Carolina","Chowan County",13815
"1913","37043","North Carolina","Clay County",11505
"1914","37045","North Carolina","Cleveland County",99035
"1915","37047","North Carolina","Columbus County",54754
"1916","37049","North Carolina","Craven County",101233
"1917","37051","North Carolina","Cumberland County",336364
"1918","37053","North Carolina","Currituck County",29052
"1919","37055","North Carolina","Dare County",37547
"1920","37057","North Carolina","Davidson County",169234
"1921","37059","North Carolina","Davie County",43286
"1922","37061","North Carolina","Duplin County",58794
"1923","37063","North Carolina","Durham County",327306
"1924","37065","North Carolina","Edgecombe County",50829
"1925","37067","North Carolina","Forsyth County",383843
"1926","37069","North Carolina","Franklin County",71859
"1927","37071","North Carolina","Gaston County",226568
"1928","37073","North Carolina","Gates County",11464
"1929","37075","North Carolina","Graham County",8474
"1930","37077","North Carolina","Granville County",60486
"1931","37079","North Carolina","Greene County",20928
"1932","37081","North Carolina","Guilford County",540521
"1933","37083","North Carolina","Halifax County",49479
"1934","37085","North Carolina","Harnett County",137058
"1935","37087","North Carolina","Haywood County",62972
"1936","37089","North Carolina","Henderson County",118445
"1937","37091","North Carolina","Hertford County",23108
"1938","37093","North Carolina","Hoke County",55830
"1939","37095","North Carolina","Hyde County",4843
"1940","37097","North Carolina","Iredell County",185770
"1941","37099","North Carolina","Jackson County",44033
"1942","37101","North Carolina","Johnston County",216246
"1943","37103","North Carolina","Jones County",9250
"1944","37105","North Carolina","Lee County",62353
"1945","37107","North Carolina","Lenoir County",55720
"1946","37109","North Carolina","Lincoln County",88097
"1947","37111","North Carolina","McDowell County",45782
"1948","37113","North Carolina","Macon County",35994
"1949","37115","North Carolina","Madison County",21740
"1950","37117","North Carolina","Martin County",22178
"1951","37119","North Carolina","Mecklenburg County",1128945
"1952","37121","North Carolina","Mitchell County",14881
"1953","37123","North Carolina","Montgomery County",27238
"1954","37125","North Carolina","Moore County",103352
"1955","37127","North Carolina","Nash County",94859
"1956","37129","North Carolina","New Hanover County",236613
"1957","37131","North Carolina","Northampton County",19088
"1958","37133","North Carolina","Onslow County",203943
"1959","37135","North Carolina","Orange County",149077
"1960","37137","North Carolina","Pamlico County",12715
"1961","37139","North Carolina","Pasquotank County",40372
"1962","37141","North Carolina","Pender County",64671
"1963","37143","North Carolina","Perquimans County",13667
"1964","37145","North Carolina","Person County",39925
"1965","37147","North Carolina","Pitt County",182924
"1966","37149","North Carolina","Polk County",21030
"1967","37151","North Carolina","Randolph County",144557
"1968","37153","North Carolina","Richmond County",44332
"1969","37155","North Carolina","Robeson County",129999
"1970","37157","North Carolina","Rockingham County",91285
"1971","37159","North Carolina","Rowan County",142495
"1972","37161","North Carolina","Rutherford County",67076
"1973","37163","North Carolina","Sampson County",63382
"1974","37165","North Carolina","Scotland County",34637
"1975","37167","North Carolina","Stanly County",63239
"1976","37169","North Carolina","Stokes County",45743
"1977","37171","North Carolina","Surry County",71683
"1978","37173","North Carolina","Swain County",14179
"1979","37175","North Carolina","Transylvania County",34498
"1980","37177","North Carolina","Tyrrell County",3774
"1981","37179","North Carolina","Union County",244562
"1982","37181","North Carolina","Vance County",44718
"1983","37183","North Carolina","Wake County",1132271
"1984","37185","North Carolina","Warren County",19522
"1985","37187","North Carolina","Washington County",11485
"1986","37189","North Carolina","Watauga County",56441
"1987","37191","North Carolina","Wayne County",123967
"1988","37193","North Carolina","Wilkes County",68043
"1989","37195","North Carolina","Wilson County",81979
"1990","37197","North Carolina","Yadkin County",37625
"1991","37199","North Carolina","Yancey County",18099
"1992","38001","North Dakota","Adams County",2188
"1993","38003","North Dakota","Barnes County",10402
"1994","38005","North Dakota","Benson County",6762
"1995","38007","North Dakota","Billings County",890
"1996","38009","North Dakota","Bottineau County",6287
"1997","38011","North Dakota","Bowman County",2986
"1998","38013","North Dakota","Burke County",2118
"1999","38015","North Dakota","Burleigh County",96212
"2000","38017","North Dakota","Cass County",183904
"2001","38019","North Dakota","Cavalier County",3713
"2002","38021","North Dakota","Dickey County",4705
"2003","38023","North Dakota","Divide County",2277
"2004","38025","North Dakota","Dunn County",4465
"2005","38027","North Dakota","Eddy County",2179
"2006","38029","North Dakota","Emmons County",3187
"2007","38031","North Dakota","Foster County",3165
"2008","38033","North Dakota","Golden Valley County",1737
"2009","38035","North Dakota","Grand Forks County",69481
"2010","38037","North Dakota","Grant County",2215
